text,label
PURCHASE - YN WINE BAR              NEW YORK     NY,ENTERTAINMENT
PURCHASE - THE MASALAWALA           NEW YORK     NY,ENTERTAINMENT
PURCHASE - SEAMLSSINDIANKITCHEN     xxxxxx1020   NY,LIVING-EXPENSES
PURCHASE - BROOKLYN HARVEST MAR     BROOKLYN     NY,LIVING-EXPENSES
PURCHASE - PRET A MANGER #021       NEW YORK     NY,MISC
PURCHASE - PRET A MANGER #021       NEW YORK     NY,MISC
PURCHASE - DUANE READE #x4118       NEW YORK     NY,LIVING-EXPENSES
PURCHASE - INT*IN *DIJIFI LIFE IN   xxx-xxx2447  NY,MISC
ONLINE TRANSFER TO   CHECKING xxxxxxx4475 ON 07/26 - REFERENCE NO: IBxx3707,MISC
PURCHASE - HEALTHY MARKET PLACE     NEW YORK     NY,LIVING-EXPENSES
PURCHASE - BROOKLYN HARVEST MAR     BROOKLYN     NY,LIVING-EXPENSES
PURCHASE - SQU*SQ *METRO LOBBY ST   NEW YORK     NY,MISC
PURCHASE - HLU*HULU 8xxxx483-U      HULU.COM/BILLCA,SUBSCRIPTION
PURCHASE - SPOTIFY USA              NEW YORK     NY,SUBSCRIPTION
PURCHASE - PRET A MANGER #021       NEW YORK     NY,MISC
PURCHASE - PRET A MANGER #021       NEW YORK     NY,MISC
PURCHASE - PRET A MANGER #021       NEW YORK     NY,MISC
PURCHASE - ZIPCAR INC.              xxxxxxx7227  MA,LIVING-EXPENSES
ONLINE PAYMENT TO    ACCOUNT  xxxxxxx0562 ON 07/27 - REFERENCE NO: IBxx3400,TRANSFER
PURCHASE - PAY@HANDY.COM JUL27      xxxxxx8730   NY,MISC
ONLINE TRANSFER TO   CHECKING xxxxxxx4475 ON 07/27 - REFERENCE NO: IBxx2650,MISC
PAYMENT TO VENMO-PAYMENT,TRANSFER
PURCHASE - DOI CAMERA               NEW YORK     NY,MISC
PURCHASE - WHOLEFDS WBG#x0487       BROOKLYN     NY,LIVING-EXPENSES
PURCHASE - 1 N4 VALET               xxxxxxx9110  NY,LIVING-EXPENSES
PURCHASE - TST* GREGORY S COFFEE    NEW YORK CITYNY,MISC
PURCHASE - CAFE xxx      xxxx2453   NEW YORK     NY,MISC
DEPOSIT FROM SG AMERICAS SECU-DIRECT DEP,INCOME
CASH WITHDRAWAL ON  07/27 AT HSBC ATM - 143 SECOND AVE           NEW YORK     NY,MISC
PURCHASE - SQ *HONEST CHOPS         NEW YORK     NY,LIVING-EXPENSES
PURCHASE - APL* ITUNES.COM/BILL     xxx-xxx-7753 CA,TRANSFER
PURCHASE - WHOLEFDS USQ x0162       NEW YORK     NY,LIVING-EXPENSES
PURCHASE - UBER   US JUL27 H3MHE    xxxxxx8996   CA,LIVING-EXPENSES
PURCHASE - UBER   US JUL27 GBGPP    xxxxxx8996   CA,LIVING-EXPENSES
PURCHASE - TST* GREGORY S COFFEE    NEW YORK CITYNY,MISC
PURCHASE - CAFE xxx      xxxx2453   NEW YORK     NY,MISC
PURCHASE - TST* GREGORY S COFFEE    NEW YORK CITYNY,MISC
PURCHASE - UBER   US JUL27 IAFAG    xxxxxx8996   CA,LIVING-EXPENSES
RETURN - ZIPCAR INC.              xxxxxxx7227  MA,LIVING-EXPENSES
PURCHASE - VERIZON*RECURRING PAY    800-VERIZON  FL,LIVING-EXPENSES
PURCHASE - HAMILTON WINE HOUSE      NEW YORK     NY,ENTERTAINMENT
PURCHASE - CAFE xxx      xxxx2453   NEW YORK     NY,MISC
PURCHASE - APL* ITUNES.COM/BILL     xxx-xxx-7753 CA,TRANSFER
PURCHASE - BUDGET RENT-A-CAR        NEW YORK     NY,MISC
PURCHASE - ALDI x5020               HORNELL      NY,MISC
PURCHASE - WAL-MART #2326           HORNELL      NY,MISC
PURCHASE - UBER   US JUL30 SA4WE    xxxxxx8996   CA,LIVING-EXPENSES
PURCHASE - MICHAEL JOHNS CORNER C   HORNELL      NY,MISC
PURCHASE - MICHAEL JOHNS CORNER C   HORNELL      NY,MISC
DEPOSIT FROM HSBC ONLINE-P2P,MISC
PURCHASE - WHOLEFDS WBG#x0487       BROOKLYN     NY,LIVING-EXPENSES
PURCHASE - SEAMLSSINDIANKITCHEN     xxxxxx1020   NY,LIVING-EXPENSES
PURCHASE - SUNOCO xxxxxx4200  QPS   ROSCOE       NY,MISC
PURCHASE - SUNOCO xxxxxx4200  QPS   ROSCOE       NY,MISC
REBATE OF ATM SURCHARGE FOR 07/15/17 WITHDRAWAL,MISC
REBATE OF ATM SURCHARGE FOR 07/13/17 WITHDRAWAL,MISC
REBATE OF ATM SURCHARGE FOR 06/30/17 WITHDRAWAL,MISC
ONLINE PAYMENT TO    ACCOUNT  xxxxxxx5225 ON 08/01 - REFERENCE NO: IBxx2128,TRANSFER
PURCHASE - SEAMLSSINDIANKITCHEN     xxxxxx1020   NY,LIVING-EXPENSES
PURCHASE - DUANE READE #x4112       NEW YORK     NY,LIVING-EXPENSES
PURCHASE - TST* GREGORY S COFFEE    NEW YORK CITYNY,MISC
PURCHASE - PRET A MANGER #021       NEW YORK     NY,MISC
PAYMENT TO NORTH 4TH PLACE-WEB PMTS,LIVING-EXPENSES
PURCHASE - BLIND BARBER NY 2        BROOKLYN     NY,LIFESTYLE
PAYMENT TO VENMO-PAYMENT,TRANSFER
PURCHASE - CAFE xxx      xxxx2453   NEW YORK     NY,MISC
PURCHASE - 1 N4 VALET               xxxxxxx9110  NY,LIVING-EXPENSES
PURCHASE - TST* GREGORY S COFFEE    NEW YORK CITYNY,MISC
REINVESTMENT as of 07/31/2017 CASH,MISC
REINVESTMENT as of 06/30/2017 CASH,MISC
INTEREST EARNED as of 06/30/2017 CASH,MISC
INTEREST EARNED as of 07/31/2017 CASH,MISC
PAYMENT - PAYMENT - THANK YOU,TRANSFER
PURCHASE - SQU*SQ *METRO LOBBY ST   NEW YORK     NY,MISC
PURCHASE - 1 N4 VALET               xxxxxxx9110  NY,LIVING-EXPENSES
PURCHASE - ZIPCAR INC.              xxxxxxx7227  MA,LIVING-EXPENSES
PURCHASE - TST* GREGORY S COFFEE    NEW YORK CITYNY,MISC
PURCHASE - TST* GREGORY S COFFEE    NEW YORK CITYNY,MISC
PURCHASE - CAFE xxx      xxxx2453   NEW YORK     NY,MISC
FEDERAL TAX WITHHELD,MISC
"INTEREST PAID FROM 07/07/17 THROUGH 08/06/17 INCLUSIVE - AVERAGE DAILY LEDGER BALANCE             $2,897.58",MISC
INTEREST EARNED AND PAID FROM 07/08/17 - THROUGH 08/04/17 INCLUSIVE,MISC
PURCHASE - 1 N4 VALET               xxxxxxx9110  NY,LIVING-EXPENSES
PURCHASE - SOHO DELI GROCERY        NEW YORK     NY,MISC
PURCHASE - TST* GREGORY S COFFEE    NEW YORK CITYNY,MISC
PURCHASE - DUANE READE #x4112       NEW YORK     NY,LIVING-EXPENSES
PURCHASE - TST* GREGORY S COFFEE    NEW YORK CITYNY,MISC
GLOBAL TRANSFER WITH GB - REFERENCE NUMBER GPEVPV30FZ,MISC
PURCHASE - IC BARCLAY HOTEL FB      NEW YORK     NY,ENTERTAINMENT
PURCHASE - ROSIE'S                  NEW YORK     NY,ENTERTAINMENT
PURCHASE - DONNYBROOK               NEW YORK     NY,ENTERTAINMENT
PURCHASE - BLEECKER KITCHEN AND C   NEW YORK     NY,ENTERTAINMENT
PURCHASE - SEAMLSSINDIANKITCHEN     xxxxxx1020   NY,LIVING-EXPENSES
PURCHASE - TAXI SVC LONG ISLAND C   LONG IS CITY NY,LIVING-EXPENSES
PURCHASE - UBER   US AUG05 4SFIL    xxxxxx8996   CA,LIVING-EXPENSES
PURCHASE ON  08/05 AT 150 STANTON STREET - NEW YORK     NY,MISC
PURCHASE - BROOKLYN HARVEST MAR     BROOKLYN     NY,LIVING-EXPENSES
PURCHASE - SQ *BLUE BOTTLE COF      BROOKLYN     NY,MISC
PURCHASE - TRADER PANTRY xxxx2461   NEW YORK     NY,MISC
PURCHASE - SEAMLSSKFC               xxxxxx1020   NY,LIVING-EXPENSES
PURCHASE - BUDGET RENT ACAR TOLLS   xxx-xxx0159  NY,MISC
PURCHASE - SEAMLSSKESTANEKEBAB      xxxxxx1020   NY,LIVING-EXPENSES
PURCHASE - BROOKLYN HARVEST MAR     BROOKLYN     NY,LIVING-EXPENSES
PURCHASE - 20 NORTH 5TH STREET DE   BROOKLYN     NY,LIVING-EXPENSES
PURCHASE - LEVELUP*GREGORYSCOFFEE   xxx-xxx-5585 MA,MISC
"INTEREST PAID FROM 07/09/17 THROUGH 08/08/17 INCLUSIVE - AVERAGE DAILY LEDGER BALANCE            $60,340.20",MISC
PURCHASE - DUANE READE #x4112       NEW YORK     NY,LIVING-EXPENSES
PURCHASE - APL* ITUNES.COM/BILL     xxx-xxx-7753 CA,TRANSFER
PURCHASE - DUANE READE #x4112       NEW YORK     NY,LIVING-EXPENSES
PURCHASE - LEVELUP*GREGORYSCOFFEE   xxx-xxx-5585 MA,MISC
PURCHASE - LEVELUP*GREGORYSCOFFEE   xxx-xxx-5585 MA,MISC
PAYMENT TO VENMO-PAYMENT,TRANSFER
PURCHASE - BROOKLYN HARVEST MAR     BROOKLYN     NY,LIVING-EXPENSES
PURCHASE - 1 N4 VALET               xxxxxxx9110  NY,LIVING-EXPENSES
PURCHASE - CAFE xxx      xxxx2453   NEW YORK     NY,MISC
PURCHASE - LEVELUP*GREGORYSCOFFEE   xxx-xxx-5585 MA,MISC
DEPOSIT FROM SG AMERICAS SECU-DIRECT DEP,INCOME
PURCHASE - SEAMLSSUNCLEPAULSPIZZ    xxxxxx1020   NY,LIVING-EXPENSES
PAYMENT TO VENMO-PAYMENT,TRANSFER
PURCHASE - BROOKLYN HARVEST MAR     BROOKLYN     NY,LIVING-EXPENSES
PURCHASE - 1 N4 VALET               xxxxxxx9110  NY,LIVING-EXPENSES
PURCHASE - LEVELUP*GREGORYSCOFFEE   xxx-xxx-5585 MA,MISC
PURCHASE - LEVELUP*GREGORYSCOFFEE   xxx-xxx-5585 MA,MISC
RETURN - ADIDAS 6525              NEW YORK     NY,LIFESTYLE
PURCHASE - EASE NY LLC              NEW YORK     NY,MISC
PURCHASE - NITEHAWK CINEMA THEATR   BROOKLYN     NY,MISC
PURCHASE - BUDGET RENT ACAR TOLLS   xxx-xxx0159  NY,MISC
PURCHASE - SKILLSHARE SKILLSHARE    xxxxxx6223   NY,SUBSCRIPTION
PURCHASE - BROOKLYN HARVEST MAR     BROOKLYN     NY,LIVING-EXPENSES
PURCHASE - LEVELUP*GREGORYSCOFFEE   xxx-xxx-5585 MA,MISC
PURCHASE - PRET A MANGER #021       NEW YORK     NY,MISC
PURCHASE - TRADER PANTRY xxxx2461   NEW YORK     NY,MISC
PURCHASE - GUNDRY MD                xxx-xxx0477  CA,LIVING-EXPENSES
CASH WITHDRAWAL ON  08/12 AT 110 KENT AVENUE - BROOKLYN     NY,MISC
PURCHASE - FABBRICA                 BROOKLYN     NY,LIVING-EXPENSES
PURCHASE - NITEHAWK CINEMA RESTAU   BROOKLYN     NY,MISC
PAYMENT TO VENMO-PAYMENT,TRANSFER
PURCHASE - NITEHAWK CINEMA RESTAU   BROOKLYN     NY,MISC
PURCHASE - AMAZON.COM AMZN.COM/BI   AMZN.COM/BILLWA,MISC
PURCHASE - DUANE READE #x4426       BROOKLYN     NY,LIVING-EXPENSES
PURCHASE - AMAZON.COM AMZN.COM/BI   AMZN.COM/BILLWA,MISC
PURCHASE - UBER   US AUG12 2VOAR    xxxxxx8996   CA,LIVING-EXPENSES
PURCHASE - SQ *BLUE BOTTLE COF      BROOKLYN     NY,MISC
PURCHASE - CAFE xxx      xxxx2453   NEW YORK     NY,MISC
PURCHASE - EB *WORKSHOPS ARE BEAU   xxx-xxx-7200 IE,MISC
PURCHASE - SEAMLSSPEARLSN8THST      xxxxxx1020   NY,LIVING-EXPENSES
PURCHASE - SEAMLSSINDIANKITCHEN     xxxxxx1020   NY,LIVING-EXPENSES
PURCHASE - SQU*SQ *METRO LOBBY ST   NEW YORK     NY,MISC
PURCHASE - DEPANNEUR                BROOKLYN     NY,LIVING-EXPENSES
PURCHASE - BROOKLYN HARVEST MAR     BROOKLYN     NY,LIVING-EXPENSES
PURCHASE - LEVELUP*GREGORYSCOFFEE   xxx-xxx-5585 MA,MISC
DIVIDEND RECEIVED KINDER MORGAN INC COM USD0.01,INVESTMENTS
PAYMENT TO CON ED OF NY-INTELL CK,LIVING-EXPENSES
PURCHASE - SQUARE *SQ *PARK BAR     NEW YORK     NY,ENTERTAINMENT
PURCHASE - BROOKLYN HARVEST MAR     BROOKLYN     NY,LIVING-EXPENSES
PURCHASE - JUICE PRESS EQ18         NEW YORK     NY,MISC
PURCHASE - SOUNDCLOUD INC           SAN FRANCISCOCA,LIVING-EXPENSES
PURCHASE - LEVELUP*GREGORYSCOFFEE   xxx-xxx-5585 MA,MISC
DEPOSIT FROM SG AMERICAS SECU-DIRECT PAY,INCOME
PURCHASE - BLIND BARBER NY 2        BROOKLYN     NY,LIFESTYLE
PURCHASE - SETMORE                  xxxxxx3560   OR,MISC
PURCHASE - BROOKLYN HARVEST MAR     BROOKLYN     NY,LIVING-EXPENSES
PURCHASE - SQU*SQ *METRO LOBBY ST   NEW YORK     NY,MISC
PURCHASE - CAFE xxx      xxxx2453   NEW YORK     NY,MISC
PURCHASE - SQ *BLUE BOTTLE COF      BROOKLYN     NY,MISC
DIVIDEND RECEIVED APPLE INC,INVESTMENTS
PURCHASE - 1 N4 VALET               xxxxxxx9110  NY,LIVING-EXPENSES
PURCHASE - TRADER PANTRY xxxx2461   NEW YORK     NY,MISC
PURCHASE - BROOKLYN HARVEST MAR     BROOKLYN     NY,LIVING-EXPENSES
PURCHASE - LEVELUP*GREGORYSCOFFEE   xxx-xxx-5585 MA,MISC
PURCHASE - LEVELUP*GREGORYSCOFFEE   xxx-xxx-5585 MA,MISC
PURCHASE - LEA WINE BAR - PARK AV   NEW YORK     NY,ENTERTAINMENT
PURCHASE - CAFE xxx      xxxx2453   NEW YORK     NY,MISC
PURCHASE - LEVELUP*GREGORYSCOFFEE   xxx-xxx-5585 MA,MISC
PURCHASE - BEAUTIQUE                NEW YORK     NY,ENTERTAINMENT
PURCHASE - AT&T*BILL PAYMENT        xxxxxxx0500  TX,PHONE
PURCHASE - WHOLEFDS WBG#x0487       BROOKLYN     NY,LIVING-EXPENSES
PURCHASE - THE RABBIT HOLE          BROOKLYN     NY,ENTERTAINMENT
PURCHASE - TAXI SVC NEW YORK        NEW YORK     NY,LIVING-EXPENSES
PURCHASE - BEAUTIQUE                NEW YORK     NY,ENTERTAINMENT
PURCHASE - BEAUTIQUE                NEW YORK     NY,ENTERTAINMENT
PURCHASE - VIDEOLOGY                NEW YORK     NY,ENTERTAINMENT
PURCHASE - TAXI SVC LONG ISALND C   ASTORIA      NY,LIVING-EXPENSES
PURCHASE - UBER   US AUG19 UJEYS    xxxxxx8996   CA,LIVING-EXPENSES
PURCHASE - UBER TECHNOLOGIES INC    xxx-xxx-1039 CA,LIVING-EXPENSES
PURCHASE - UBER   US AUG19 W6O25    xxxxxx8996   CA,LIVING-EXPENSES
PURCHASE - APL* ITUNES.COM/BILL     xxx-xxx-7753 CA,TRANSFER
PURCHASE - 1 N4 VALET               xxxxxxx9110  NY,LIVING-EXPENSES
PURCHASE - SQ *BLUE BOTTLE COF      BROOKLYN     NY,MISC
PURCHASE - NETFLIX.COM              NETFLIX.COM  CA,SUBSCRIPTION
PURCHASE - CAFE xxx      xxxx2453   NEW YORK     NY,MISC
PURCHASE - SEAMLSSINDIANKITCHEN     xxxxxx1020   NY,LIVING-EXPENSES
PURCHASE - IPHONE CITIZENSONELOAN   BRIDGEPORT   CT,PHONE
PURCHASE - 20 NORTH 5TH STREET DE   BROOKLYN     NY,LIVING-EXPENSES
PURCHASE - PRET A MANGER #004       NEW YORK     NY,MISC
PURCHASE - PRET A MANGER #004       NEW YORK     NY,MISC
PURCHASE - SEAMLSSINDIANKITCHEN     xxxxxx1020   NY,LIVING-EXPENSES
PURCHASE - SQU*SQ *METRO LOBBY ST   NEW YORK     NY,MISC
PURCHASE - LEVELUP*GREGORYSCOFFEE   xxx-xxx-5585 MA,MISC
PURCHASE - LEVELUP*GREGORYSCOFFEE   xxx-xxx-5585 MA,MISC
PURCHASE - STARBUCKS STORE x0279    NEW YORK     NY,MISC
PURCHASE - EQUINOX MOTO #xxx        xxx-xxx-6549 NY,LIFESTYLE
PURCHASE - PAY@HANDY.COM AUG24      xxxxxx8730   NY,MISC
PURCHASE - BROOKLYN HARVEST MAR     BROOKLYN     NY,LIVING-EXPENSES
PURCHASE - LEVELUP*GREGORYSCOFFEE   xxx-xxx-5585 MA,MISC
PURCHASE - CAFE xxx      xxxx2453   NEW YORK     NY,MISC
DEPOSIT FROM SG AMERICAS SECU-DIRECT DEP,INCOME
PURCHASE - SQU*SQ *DR SMOOD LEXIN   NEW YORK     NY,MISC
PURCHASE - 1 N4 VALET               xxxxxxx9110  NY,LIVING-EXPENSES
PURCHASE - CAFE xxx      xxxx2453   NEW YORK     NY,MISC
PURCHASE - DUANE READE #x4112       NEW YORK     NY,LIVING-EXPENSES
PURCHASE - PRET A MANGER #021       NEW YORK     NY,MISC
PURCHASE - SPOTIFY USA              NEW YORK     NY,SUBSCRIPTION
PURCHASE - LEVELUP*GREGORYSCOFFEE   xxx-xxx-5585 MA,MISC
PURCHASE - PRET A MANGER #021       NEW YORK     NY,MISC
PURCHASE - DONNYBROOK               NEW YORK     NY,ENTERTAINMENT
PURCHASE - PATROON                  NEW YORK     NY,ENTERTAINMENT
PURCHASE - WHOLEFDS WBG#x0487       BROOKLYN     NY,LIVING-EXPENSES
PURCHASE - THE MASALAWALA           NEW YORK     NY,ENTERTAINMENT
PURCHASE - SEAMLSSINDIANKITCHEN     xxxxxx1020   NY,LIVING-EXPENSES
PURCHASE - UBER TECHNOLOGIES INC    xxx-xxx-1039 CA,LIVING-EXPENSES
PURCHASE - NEIGHBORHOOD DELI AND    NEW YORK     NY,MISC
PURCHASE - BROOKLYN HARVEST MAR     BROOKLYN     NY,LIVING-EXPENSES
PURCHASE - 1 N4 VALET               xxxxxxx9110  NY,LIVING-EXPENSES
MERGER MER PAYOUT #REORCMxxxxxxxxx0000 WHOLE FOODS MARKET INC COM STK NPV *CAS,INVESTMENTS
PURCHASE - VERIZON*RECURRING PAY    800-VERIZON  FL,LIVING-EXPENSES
PURCHASE - SEAMLSSINDIANKITCHEN     xxxxxx1020   NY,LIVING-EXPENSES
PURCHASE - APL* ITUNES.COM/BILL     xxx-xxx-7753 CA,TRANSFER
PURCHASE - PRET A MANGER #021       NEW YORK     NY,MISC
PURCHASE - LEVELUP*GREGORYSCOFFEE   xxx-xxx-5585 MA,MISC
PURCHASE - MTA MVM*R125-CHRISTQPS   NEW YORK     NY,LIVING-EXPENSES
PURCHASE - APL* ITUNES.COM/BILL     xxx-xxx-7753 CA,TRANSFER
PURCHASE - LEVELUP*GREGORYSCOFFEE   xxx-xxx-5585 MA,MISC
PURCHASE - CMSVEND*MY 3 SONS        FLORAL PARK  NY,MISC
PAYMENT TO VENMO-PAYMENT,TRANSFER
CASH WITHDRAWAL ON  08/31 AT MCGRAW-HILL FCU - NEW YORK     NY,MISC
PAYMENT TO VENMO-PAYMENT,TRANSFER
PURCHASE - WIKIMEDIAxxxxxx9454      xxx-xxx9454  CA,MISC
PURCHASE - SQU*SQ *METRO LOBBY ST   NEW YORK     NY,MISC
PURCHASE - 1 N4 VALET               xxxxxxx9110  NY,LIVING-EXPENSES
PURCHASE - LEVELUP*GREGORYSCOFFEE   xxx-xxx-5585 MA,MISC
PURCHASE - OASIS IN WILLIAMSBURG    BROOKLYN     NY,LIVING-EXPENSES
REINVESTMENT CASH,INVESTMENTS
INTEREST EARNED CASH,MISC
PAYMENT TO VENMO-PAYMENT,TRANSFER
PURCHASE - BLIND BARBER NY 2        BROOKLYN     NY,LIFESTYLE
PURCHASE - WHOLEFDS WBG#x0487       BROOKLYN     NY,LIVING-EXPENSES
PURCHASE - CAFE xxx      xxxx2453   NEW YORK     NY,MISC
FOREIGN TAX PAID ENBRIDGE INC COM ISIN #CAx9250N1050 SED,INVESTMENTS
PURCHASE - LEVELUP*GREGORYSCOFFEE   xxx-xxx-5585 MA,MISC
REBATE OF ATM SURCHARGE FOR 08/31/17 WITHDRAWAL,MISC
REBATE OF ATM SURCHARGE FOR 08/12/17 WITHDRAWAL,MISC
DIVIDEND RECEIVED ENBRIDGE INC COM ISIN #CAx9250N1050 SED,INVESTMENTS
PURCHASE - OFICINA MILLE MIGLIA     NEW YORK     NY,ENTERTAINMENT
PURCHASE - WHOLEFDS WBG#x0487       BROOKLYN     NY,LIVING-EXPENSES
PURCHASE - DUANE READE #x4429       BROOKLYN     NY,LIVING-EXPENSES
PURCHASE - BROOKLYN HARVEST MAR     BROOKLYN     NY,LIVING-EXPENSES
PURCHASE - SQ *BLUE BOTTLE COF      BROOKLYN     NY,MISC
PURCHASE - SQU*SQ *PUDGE KNUCKLES   BROOKLYN     NY,MISC
PURCHASE - NYC FERRY BY HORNBLOWE   NEW YORK     NY,LIVING-EXPENSES
PURCHASE - YN WINE BAR              NEW YORK     NY,ENTERTAINMENT
PURCHASE - FABBRICA                 BROOKLYN     NY,LIVING-EXPENSES
PURCHASE - SEAMLSSINDIANKITCHEN     xxxxxx1020   NY,LIVING-EXPENSES
PURCHASE - SEAMLSSDUMONTBURGER      xxxxxx1020   NY,LIVING-EXPENSES
PURCHASE - SEAMLSSMANHATTAN3DECK    xxxxxx1020   NY,LIVING-EXPENSES
PURCHASE - NYCTAXI2N38              LONG ISLAND CNY,LIVING-EXPENSES
PURCHASE - 1 N4 VALET               xxxxxxx9110  NY,LIVING-EXPENSES
PURCHASE - BROOKLYN HARVEST MAR     BROOKLYN     NY,LIVING-EXPENSES
PURCHASE - ZIPCAR INC.              xxxxxxx7227  MA,LIVING-EXPENSES
PURCHASE - SQ *BLUE BOTTLE COF      BROOKLYN     NY,MISC
ONLINE PAYMENT TO    ACCOUNT  xxxxxxx5225 ON 09/02 - REFERENCE NO: IBxx0747,TRANSFER
ONLINE TRANSFER TO   CHECKING xxxxxxx8911 ON 09/02 - REFERENCE NO: IBxx1043,TRANSFER
PURCHASE - PIER WINES               BROOKLYN     NY,LIVING-EXPENSES
PURCHASE - SEAMLSSINDIANKITCHEN     xxxxxx1020   NY,LIVING-EXPENSES
PURCHASE - DEPANNEUR                BROOKLYN     NY,LIVING-EXPENSES
PURCHASE - DEPANNEUR                BROOKLYN     NY,LIVING-EXPENSES
PURCHASE - SQ *BLUE BOTTLE COF      BROOKLYN     NY,MISC
ONLINE TRANSFER FROM SAVINGS  xxxxxxx1063 ON 09/02 - REFERENCE NO: IBxx1043,TRANSFER
PAYMENT TO NORTH 4TH PLACE-WEB PMTS,LIVING-EXPENSES
PURCHASE - SEAMLSSKESTANEKEBAB      xxxxxx1020   NY,LIVING-EXPENSES
"INTEREST PAID FROM 08/07/17 THROUGH 09/06/17 INCLUSIVE - AVERAGE DAILY LEDGER BALANCE             $4,440.02",MISC
PAYMENT - PAYMENT - THANK YOU,TRANSFER
FEDERAL TAX WITHHELD,MISC
INTEREST EARNED AND PAID FROM 08/05/17 - THROUGH 09/07/17 INCLUSIVE,MISC
DEPOSIT FROM SG AMERICAS SECU-DIRECT DEP,INCOME
PURCHASE - BROOKLYN HARVEST MAR     BROOKLYN     NY,LIVING-EXPENSES
PURCHASE - APL* ITUNES.COM/BILL     xxx-xxx-7753 CA,TRANSFER
PURCHASE - TRADER PANTRY xxxx2461   NEW YORK     NY,MISC
"INTEREST PAID FROM 08/09/17 THROUGH 09/08/17 INCLUSIVE - AVERAGE DAILY LEDGER BALANCE            $58,227.92",MISC
PURCHASE - APPLE STORE #R594        BROOKLYN     NY,MISC
PURCHASE - EB SNEAKERS INSIGHTS     xxxxxx7200   CA,MISC
PURCHASE - DUANE READE #x4112       NEW YORK     NY,LIVING-EXPENSES
PURCHASE - AMAZON.COM               AMZN.COM/BILLWA,MISC
PURCHASE - SQU*SQ *METRO LOBBY ST   NEW YORK     NY,MISC
PURCHASE - UBER   US SEP08 ASK6N    xxxxxx8996   CA,LIVING-EXPENSES
PURCHASE - JUICE GENERATION 10 WI   BROOKLYN     NY,MISC
PURCHASE - PRET A MANGER #021       NEW YORK     NY,MISC
PURCHASE - SQU*SQ *BLUE BOTTLE CO   BROOKLYN     NY,MISC
PURCHASE - TRADER PANTRY xxxx2461   NEW YORK     NY,MISC
PURCHASE - APPLE STORE #R594        BROOKLYN     NY,MISC
CHECK,MISC
PURCHASE - BALABOOSTA               NEW YORK     NY,ENTERTAINMENT
PURCHASE - UBER   US SEP09 DARM2    xxxxxx8996   CA,LIVING-EXPENSES
PURCHASE - UBER   TRIP 6A34T        xxxxxx8996   CA,LIVING-EXPENSES
PURCHASE - PIER WINES               BROOKLYN     NY,LIVING-EXPENSES
PURCHASE - MISS PARADIS             NEW YORK     NY,ENTERTAINMENT
PURCHASE - OSTERIA LAGUNA           NEW YORK     NY,ENTERTAINMENT
PURCHASE - OSTERIA LAGUNA           NEW YORK     NY,ENTERTAINMENT
PURCHASE - SEAMLSSTIKKAINDIANGRI    xxxxxx1020   NY,LIVING-EXPENSES
PURCHASE - TAXI SVC ASTORIA         LONG IS CITY NY,LIVING-EXPENSES
PURCHASE - UBER   US SEP09 REQU6    xxxxxx8996   CA,LIVING-EXPENSES
PURCHASE - JUICE GENERATION 10 WI   BROOKLYN     NY,MISC
PURCHASE - SQU*SQ *BLUE BOTTLE CO   BROOKLYN     NY,MISC
PURCHASE - 1 N4 VALET               xxxxxxx9110  NY,LIVING-EXPENSES
PURCHASE - SEAMLSSTIKKAINDIANGRI    xxxxxx1020   NY,LIVING-EXPENSES
PAYMENT TO CON ED OF NY-INTELL CK,LIVING-EXPENSES
CHECK,MISC
DEPOSIT FROM SG AMERICAS SECU-DIRECT PAY,INCOME
CASH WITHDRAWAL ON  09/19 AT 1 NORTH 4TH PLACE - BROOKLYN     NY,MISC
PURCHASE - TERMINAL 5               NEW YORK     NY,ENTERTAINMENT
PURCHASE - TERMINAL 5               NEW YORK     NY,ENTERTAINMENT
PURCHASE - QUEENS MEDALLION ENTE    LONG ISLAND CNY,LIVING-EXPENSES
PURCHASE - NETFLIX.COM              NETFLIX.COM  CA,SUBSCRIPTION
DEPOSIT FROM SG AMERICAS SECU-DIRECT DEP,INCOME
CASH WITHDRAWAL ON  09/21 AT HSBC ATM - 250 PARK AVE             NEW YORK     NY,MISC
PURCHASE - UBER   TRIP JPC3Y        xxxxxx8996   CA,LIVING-EXPENSES
PURCHASE - IPHONE CITIZENSONELOAN   BRIDGEPORT   CT,PHONE
PURCHASE - MTA MVM*H009-BEDFORQPS   NEW YORK     NY,LIVING-EXPENSES
PURCHASE - APL* ITUNES.COM/BILL     xxx-xxx-7753 CA,TRANSFER
PURCHASE - UBER   US SEP21 RWUFE    xxxxxx8996   CA,LIVING-EXPENSES
PURCHASE - JUICE GENERATION 10 WI   BROOKLYN     NY,MISC
PURCHASE - CAFE xxx      xxxx2453   NEW YORK     NY,MISC
PURCHASE - WHOLEFDS WBG#x0487       BROOKLYN     NY,LIVING-EXPENSES
PURCHASE - EUROPEAN WAX CENTER      NEW YORK     NY,MISC
PURCHASE - SQ *HONEST CHOPS         NEW YORK     NY,LIVING-EXPENSES
PURCHASE - 1 N4 VALET               xxxxxxx9110  NY,LIVING-EXPENSES
PURCHASE - WHOLEFDS WBG#x0487       BROOKLYN     NY,LIVING-EXPENSES
PURCHASE - JUICE GENERATION 10 WI   BROOKLYN     NY,MISC
PURCHASE - CAFE xxx      xxxx2453   NEW YORK     NY,MISC
